key,scientificName,decimalLatitude,decimalLongitude,eventDate,year,month,day,coordinateUncertaintyInMeters,basisOfRecord,datasetKey,institutionCode,recordedBy,occurrenceID
1723815057,"Quelea quelea (Linnaeus, 1758)",-0.5243,34.45313,2016-03-28,2016.0,3.0,28.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr427235,URN:catalog:CLO:EBIRD:OBS386418256
6118160820,"Quelea quelea (Linnaeus, 1758)",-0.54125,34.457917,2016-03-27,2016.0,3.0,27.0,,HUMAN_OBSERVATION,1cd0cb6d-d8ab-4e4c-9672-70d22fec96b3,FIAO,eBird General Observer,urn:fiao:kbm:adhocprot:rid10020746
1729510904,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2016-04-21,2016.0,4.0,21.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr119608,URN:catalog:CLO:EBIRD:OBS393471182
1747296371,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2016-06-26,2016.0,6.0,26.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr352579,URN:catalog:CLO:EBIRD:OBS414262335
1772994004,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2015-04-13,2015.0,4.0,13.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr821411,URN:catalog:CLO:EBIRD:OBS442664207
1381153006,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2015-08-09,2015.0,8.0,9.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr148204,URN:catalog:CLO:EBIRD:OBS335572820
942114052,"Quelea quelea (Linnaeus, 1758)",-0.17158,34.90879,2013-02-28,2013.0,2.0,28.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr223845,URN:catalog:CLO:EBIRD:OBS184577354
968394930,"Quelea quelea (Linnaeus, 1758)",-0.17158,34.90879,2013-02-28,2013.0,2.0,28.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr230474,URN:catalog:CLO:EBIRD:OBS214091256
1384365983,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2013-12-02,2013.0,12.0,2.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr441592,URN:catalog:CLO:EBIRD:OBS339276082
1793149710,"Quelea quelea (Linnaeus, 1758)",-0.180958,34.799473,2012-02-04,2012.0,2.0,4.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr652184,URN:catalog:CLO:EBIRD:OBS537075784
2220731768,"Quelea quelea (Linnaeus, 1758)",-0.180958,34.799473,2012-02-04,2012.0,2.0,4.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr1245800,URN:catalog:CLO:EBIRD:OBS710077597
5627933111,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,2011-03-26,2011.0,3.0,26.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr625518,URN:catalog:CLO:EBIRD:OBS2743824359
597992631,"Quelea quelea (Linnaeus, 1758)",-0.167091,34.871765,2011-07-14,2011.0,7.0,14.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr149051,URN:catalog:CLO:EBIRD:OBS123072612
598027247,"Quelea quelea (Linnaeus, 1758)",-0.167091,34.871765,2011-07-14,2011.0,7.0,14.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr113578,URN:catalog:CLO:EBIRD:OBS123072597
598278413,"Quelea quelea (Linnaeus, 1758)",-0.167091,34.871765,2011-07-14,2011.0,7.0,14.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr200714,URN:catalog:CLO:EBIRD:OBS123289013
1793148965,"Quelea quelea (Linnaeus, 1758)",-0.167091,34.871765,2011-07-14,2011.0,7.0,14.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr652184,URN:catalog:CLO:EBIRD:OBS537084724
4657510312,"Quelea quelea (Linnaeus, 1758)",-0.171318,34.910065,2011-11-14,2011.0,11.0,14.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr402493,URN:catalog:CLO:EBIRD:OBS1930827530
2838528570,"Quelea quelea (Linnaeus, 1758)",0.356591,34.580082,2011-12-28,2011.0,12.0,28.0,100.0,HUMAN_OBSERVATION,8a863029-f435-446a-821e-275f4f641165,,User 71033,https://observation.org/observation/62770787
5456593608,"Quelea quelea (Linnaeus, 1758)",-0.171318,34.910065,2001-11-02,2001.0,11.0,2.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr49359,URN:catalog:CLO:EBIRD:OBS348217450
5498365434,"Quelea quelea (Linnaeus, 1758)",-0.171318,34.910065,2000-11-03,2000.0,11.0,3.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr49359,URN:catalog:CLO:EBIRD:OBS343622651
4389100227,"Quelea quelea (Linnaeus, 1758)",-0.125113,34.742104,1996-03-08,1996.0,3.0,8.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr1684033,URN:catalog:CLO:EBIRD:OBS1678304121
1793146106,"Quelea quelea (Linnaeus, 1758)",-0.171318,34.910065,1995-10-08,1995.0,10.0,8.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr652184,URN:catalog:CLO:EBIRD:OBS537061122
3873817131,"Quelea quelea (Linnaeus, 1758)",0.342008,34.865733,1990-07-06,1990.0,7.0,6.0,1631.0,HUMAN_OBSERVATION,50c9509d-22c7-4a22-a47d-8c48425ef4a7,iNaturalist,usavalli,https://www.inaturalist.org/observations/127051591
1185679950,"Quelea quelea (Linnaeus, 1758)",-0.3515,34.6539,1989-08-27,1989.0,8.0,27.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr522151,URN:catalog:CLO:EBIRD:OBS269614821
3662004905,"Quelea quelea (Linnaeus, 1758)",-0.3515,34.6539,1989-08-27,1989.0,8.0,27.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr162737,URN:catalog:CLO:EBIRD:OBS1247277340
1786392716,"Quelea quelea (Linnaeus, 1758)",-0.171318,34.910065,1987-03-01,1987.0,3.0,1.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr887401,URN:catalog:CLO:EBIRD:OBS473799558
5683214595,"Quelea quelea (Linnaeus, 1758)",-0.125407,34.742504,1984-12-29,1984.0,12.0,29.0,,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,CLO,obsr49359,URN:catalog:CLO:EBIRD:OBS351940120
2872889300,"Quelea quelea aethiopica (Sundevall, 1850)",0.25,34.833333,1966-02-15,1966.0,2.0,15.0,,PRESERVED_SPECIMEN,66df9620-115a-4794-be25-3a5b99786b1d,UF,"CHARLES, RAFAEL",0572ad28-10b1-11e7-9428-9e88cf78e826
3868067198,"Quelea quelea (Linnaeus, 1758)",0.25,35.25,1970-01-01T00:00/1984-01-01T00:00,,,,35868.0,OCCURRENCE,00327ee4-9970-4aef-b51a-d6998ebcc249,,,1970/1984_986_49c
3868067213,"Quelea quelea (Linnaeus, 1758)",0.25,34.75,1970-01-01T00:00/1984-01-01T00:00,,,,35957.0,OCCURRENCE,00327ee4-9970-4aef-b51a-d6998ebcc249,,,1970/1984_986_48d
3868068281,"Quelea quelea (Linnaeus, 1758)",-0.25,35.25,1970-01-01T00:00/1984-01-01T00:00,,,,35868.0,OCCURRENCE,00327ee4-9970-4aef-b51a-d6998ebcc249,,,1970/1984_986_61a
3868068319,"Quelea quelea (Linnaeus, 1758)",-0.25,34.75,1970-01-01T00:00/1984-01-01T00:00,,,,35957.0,OCCURRENCE,00327ee4-9970-4aef-b51a-d6998ebcc249,,,1970/1984_986_60b
