key,scientificName,decimalLatitude,decimalLongitude,eventDate,year,month,day,basisOfRecord,datasetKey
46821091,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821092,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821093,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821094,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821095,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821117,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821118,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821124,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821125,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46821126,"Ceratitis anonae Graham, 1908",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46822592,"Ceratitis capitata (Wiedemann, 1824)",-0.183333,35.2667,2000-01-27,2000,1,27.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46822598,"Ceratitis capitata (Wiedemann, 1824)",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46825137,"Ceratitis hamata Meyer, 1996",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46825140,"Ceratitis hamata Meyer, 1996",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46825731,"Ceratitis flexuosa (Walker, 1853)",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46825733,"Ceratitis flexuosa (Walker, 1853)",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46825737,"Ceratitis flexuosa (Walker, 1853)",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46826105,"Ceratitis fasciventris (Bezzi, 1920)",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46826163,"Ceratitis fasciventris (Bezzi, 1920)",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46826164,"Ceratitis fasciventris (Bezzi, 1920)",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46826172,"Ceratitis fasciventris (Bezzi, 1920)",0.266667,34.8833,2000-01-26,2000,1,26.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46826177,"Ceratitis fasciventris (Bezzi, 1920)",-0.366667,35.2833,2000-01-28,2000,1,28.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46827633,"Ceratitis venusta (Munro, 1956)",-0.366667,35.2833,2000-01-28,2000,1,28.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46827634,"Ceratitis venusta (Munro, 1956)",-0.366667,35.2833,2000-01-28,2000,1,28.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46828569,"Ceratitis rubivora Coquillett, 1901",0.266667,34.8833,2000-01-24,2000,1,24.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46828571,"Ceratitis rubivora Coquillett, 1901",-0.183333,35.2667,2000-01-27,2000,1,27.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46829654,"Trirhithrum coffeae Bezzi, 1918",0.266667,34.8833,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46830551,"Trirhithrum meladiscum Munro, 1938",0.266667,34.8833,2000-01-24,2000,1,24.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
46831175,"Trirhithrum occipitale Bezzi, 1918",-0.183333,35.2667,2000-01-27,2000,1,27.0,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
142742658,"Dacus bivittatus (Bigot, 1858)",0.266667,34.8833,2000-01-16/2000-01-23,2000,1,,PRESERVED_SPECIMEN,b276cb50-d3ea-11dc-ab69-b8a03c50a862
1270009071,"Dacus bivittatus (Bigot, 1858)",0.2369,34.8742,2000-01,2000,1,,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a
1270011746,"Ceratitis hamata Meyer, 1996",0.2083,34.8856,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a
1270011805,"Ceratitis hamata Meyer, 1996",0.2083,34.8856,2000-01-25,2000,1,25.0,PRESERVED_SPECIMEN,7e380070-f762-11e1-a439-00145eb45e9a
1317895193,"Neolophonotus Engel, 1925",0.2356,34.8644,2000-01-24,2000,1,24.0,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d
1317937507,"Platyna hastata (Fabricius, 1805)",0.2356,34.8644,2000-01-16/2000-01-23,2000,1,,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d
1319700556,"Promachus Loew, 1848",0.2356,34.8644,2000-01-24,2000,1,24.0,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d
1322715835,"Choerades Walker, 1851",0.2356,34.8644,2000-01-24,2000,1,24.0,PRESERVED_SPECIMEN,821cc27a-e3bb-4bc5-ac34-89ada245069d
1406861929,"Merops muelleri (Cassin, 1857)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406861931,"Zosterops senegalensis Bonaparte, 1850",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406861936,"Eurillas ansorgei (Hartert, 1907)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406861949,"Elminia longicauda (Swainson, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406861984,"Ploceus melanogaster Shelley, 1887",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862018,"Bycanistes subcylindricus (P.L.Sclater, 1871)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862030,"Pardipicus caroli (Malherbe, 1852)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862036,"Terpsiphone rufiventer (Swainson, 1837)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862040,"Chamaetylas poliocephala (Bonaparte, 1850)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862050,"Apalis rufogularis (Fraser, 1843)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862053,"Oreolais pulcher (Sharpe, 1891)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862076,"Cisticola chubbi Sharpe, 1892",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862077,"Megabyas flammulatus J.Verreaux & E.Verreaux, 1855",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862103,"Ploceus insignis (Sharpe, 1891)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406862115,"Cossypha cyanocampter (Bonaparte, 1850)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863242,"Poeoptera stuhlmanni (Reichenow, 1893)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863305,"Camaroptera chloronota Reichenow, 1895",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863308,"Laniarius luehderi Reichenow, 1874",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863314,"Sylvia borin (Boddaert, 1783)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863321,"Hyliota australis Shelley, 1882",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863323,"Arizelocichla masukuensis (Shelley, 1897)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863328,"Spermophaga ruficapilla (Shelley, 1888)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863331,"Anthreptes tephrolaemus (Jardine & Fraser, 1852)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863332,"Baeopogon indicator (J.Verreaux & E.Verreaux, 1855)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863339,"Malimbus rubricollis (Swainson, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863340,"Platysteira jamesoni (Sharpe, 1890)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863347,"Chlorocichla laetissima (Sharpe, 1899)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863348,"Gymnobucco bonapartei Hartlaub, 1854",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863349,"Eremomela turneri Someren, 1920",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863356,"Dicrurus sharpei Oustalet, 1879",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863357,"Ploceus bicolor Vieillot, 1819",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863371,"Motacilla cinerea Tunstall, 1771",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863381,"Sheppardia aequatorialis (Jackson, 1906)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863399,"Elminia nigromitrata (Reichenow, 1874)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863407,"Cossypha niveicapilla (Lafresnaye, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863416,"Phylloscopus budongoensis (Seth-Smith, 1907)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406863425,"Chlorophoneus bocagei (Reichenow, 1894)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864606,"Nigrita fusconotus Fraser, 1843",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864624,"Sarothrura pulchra (J.E.Gray, 1829)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864645,"Neocossyphus poensis (Strickland, 1844)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864651,"Ceuthmochares aereus (Vieillot, 1817)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864665,"Buccanodon duchaillui (Cassin, 1855)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864671,"Phoeniculus bollei (Hartlaub, 1858)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864677,"Schistolais leucopogon (Cabanis, 1875)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864685,"Trachylaemus purpuratus (J.Verreaux & E.Verreaux, 1851)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864692,"Psalidoprocne albiceps P.L.Sclater, 1864",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1406864722,"Turtur afer (Linnaeus, 1766)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311031,"Terpsiphone rufiventer (Swainson, 1837)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311051,"Megabyas flammulatus J.Verreaux & E.Verreaux, 1855",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311055,"Merops muelleri (Cassin, 1857)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311058,"Ploceus melanogaster Shelley, 1887",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311072,"Eurillas ansorgei (Hartert, 1907)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311128,"Elminia longicauda (Swainson, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311170,"Bycanistes subcylindricus (P.L.Sclater, 1871)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311315,"Zosterops senegalensis Bonaparte, 1850",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311636,"Sheppardia aequatorialis (Jackson, 1906)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311638,"Malimbus rubricollis (Swainson, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311644,"Gymnobucco bonapartei Hartlaub, 1854",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311667,"Anthreptes tephrolaemus (Jardine & Fraser, 1852)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311675,"Chlorophoneus bocagei (Reichenow, 1894)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311676,"Cossypha cyanocampter (Bonaparte, 1850)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311682,"Elminia nigromitrata (Reichenow, 1874)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311694,"Chamaetylas poliocephala (Bonaparte, 1850)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311695,"Apalis rufogularis (Fraser, 1843)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311700,"Laniarius luehderi Reichenow, 1874",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311702,"Platysteira jamesoni (Sharpe, 1890)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311712,"Motacilla cinerea Tunstall, 1771",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311714,"Baeopogon indicator (J.Verreaux & E.Verreaux, 1855)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311724,"Cisticola chubbi Sharpe, 1892",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311733,"Oreolais pulcher (Sharpe, 1891)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311755,"Ploceus bicolor Vieillot, 1819",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311763,"Ploceus insignis (Sharpe, 1891)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311770,"Sylvia borin (Boddaert, 1783)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311772,"Chlorocichla laetissima (Sharpe, 1899)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311775,"Pardipicus caroli (Malherbe, 1852)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311785,"Spermophaga ruficapilla (Shelley, 1888)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411311795,"Camaroptera chloronota Reichenow, 1895",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312307,"Buccanodon duchaillui (Cassin, 1855)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312317,"Hyliota australis Shelley, 1882",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312323,"Neocossyphus poensis (Strickland, 1844)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312338,"Trachylaemus purpuratus (J.Verreaux & E.Verreaux, 1851)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312371,"Phylloscopus budongoensis (Seth-Smith, 1907)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312388,"Arizelocichla masukuensis (Shelley, 1897)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312393,"Sarothrura pulchra (J.E.Gray, 1829)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312401,"Nigrita fusconotus Fraser, 1843",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312405,"Poeoptera stuhlmanni (Reichenow, 1893)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312414,"Ceuthmochares aereus (Vieillot, 1817)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312419,"Eremomela turneri Someren, 1920",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312434,"Schistolais leucopogon (Cabanis, 1875)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312435,"Dicrurus sharpei Oustalet, 1879",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312452,"Psalidoprocne albiceps P.L.Sclater, 1864",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312468,"Cossypha niveicapilla (Lafresnaye, 1838)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411312595,"Phoeniculus bollei (Hartlaub, 1858)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1411378138,"Turtur afer (Linnaeus, 1766)",0.24726,34.87463,2000-01-21,2000,1,21.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1413928751,BOLD:AAI0649,0.236,34.864,2000-01-26,2000,1,26.0,MATERIAL_SAMPLE,040c5662-da76-4782-a48e-cdea1892d14c
1413928787,BOLD:ABV8065,0.236,34.864,2000-01-26,2000,1,26.0,MATERIAL_SAMPLE,040c5662-da76-4782-a48e-cdea1892d14c
1413928830,BOLD:AAI0649,-0.121,35.273,2000-01-27,2000,1,27.0,MATERIAL_SAMPLE,040c5662-da76-4782-a48e-cdea1892d14c
1414889935,BOLD:AAE1928,0.2,34.88,2000-01-25,2000,1,25.0,MATERIAL_SAMPLE,040c5662-da76-4782-a48e-cdea1892d14c
1416041702,BOLD:AAE1928,0.2,34.88,2000-01-25,2000,1,25.0,MATERIAL_SAMPLE,040c5662-da76-4782-a48e-cdea1892d14c
1772792042,"Sylvia atricapilla (Linnaeus, 1758)",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792046,"Chlorophoneus bocagei (Reichenow, 1894)",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792047,"Laniarius luehderi Reichenow, 1874",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792050,"Melaniparus funereus J.Verreaux & É.Verreaux, 1855",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792051,"Illadopsis pyrrhoptera (Reichenow & Neumann, 1895)",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792055,"Merops muelleri (Cassin, 1857)",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792057,"Lophoceros alboterminatus Büttikofer, 1889",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792058,"Camaroptera brachyura (Vieillot, 1821)",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
1772792061,"Turdus pelios Bonaparte, 1850",0.353234,34.863804,2000-01-18,2000,1,18.0,HUMAN_OBSERVATION,4fa7b334-ce0d-4e88-aaae-2e0c138d049e
