key,scientificName,decimalLatitude,decimalLongitude,eventDate,year,grid_cell_id,within_scheme_boundary
4165464871,"Polyura Billberg, 1820",-0.33944,34.509961,2023-07-18T03:37:02,2023,cell_0011,False
577020488,"Bathmocercus rufus Reichenow, 1895",-0.379649,35.37572,2011-01-21,2011,cell_0310,False
975746952,"Ardea ibis Linnaeus, 1758",-0.401222,34.665188,2013-11-28,2013,cell_0056,False
577003614,"Arizelocichla kikuyuensis (Sharpe, 1891)",-0.379649,35.37572,2011-01-22,2011,cell_0310,False
4851828318,"Anas undulata C.F.Dubois, 1838",-0.429254,35.309062,2024-03-10T20:56,2024,cell_0296,False
2680979995,"Hirundo angolensis Bocage, 1868",-0.493138,34.75114,2019-06-19,2019,cell_0072,False
3306687526,"Psalidoprocne albiceps P.L.Sclater, 1864",-0.04125,34.874583,2021-01-04,2021,cell_0138,False
833058180,"Lamprotornis superbus Rüppell, 1845",-0.349614,34.654755,2012-07-12,2012,cell_0057,False
2848584834,"Onychognathus walleri elgonensis (Sharpe, 1891)",-0.351,35.319,2020-03-10,2020,cell_0298,False
4993874825,"Phyllastrephus cabanisi (Sharpe, 1882)",-0.086397,35.323817,2024-01-20T15:27:08,2024,cell_0303,False
1986732080,"Actophilornis africanus (J.F.Gmelin, 1789)",-0.153908,34.832556,2018-02-10,2018,cell_0117,False
3956413415,Solanum mauritianum Scop.,-0.570267,34.674877,2022-07-13T07:37:21.905Z,2022,cell_0053,False
577075298,"Actophilornis africanus (J.F.Gmelin, 1789)",-0.167091,34.871765,2011-07-14,2011,cell_0136,False
2170650304,"Tchagra senegalus (Linnaeus, 1766)",-0.026098,34.683025,2018-06-21,2018,cell_0064,False
2668890279,"Pycnonotus barbatus (Desfontaines, 1789)",0.0724,34.97738,2019-05-02,2019,cell_0181,False
2006095147,Artocarpus heterophyllus Lam.,-0.038333,34.752777,2019-02-28T09:36:28,2019,cell_0081,False
2366589721,"Anomalurus derbianus (Gray, 1842)",0.125,34.875,2019-03-14,2019,cell_0142,False
1883745929,"Hipposideros caffer (Sundevall, 1846)",-0.11742,34.54124,2015-03-17,2015,cell_0016,False
3819425166,"Lamprotornis superbus Rüppell, 1845",-0.374583,34.624583,2022-06-21,2022,cell_0041,False
2249872929,BOLD:ADE1279,0.2234,35.1347,2016-05-04,2016,cell_0243,False
2005653960,"Umma saphirina Förster, 1916",-0.375,34.875,2016-07-30,2016,cell_0132,False
828407574,"Corvus albus Statius Muller, 1776",-0.393,35.237144,2012-07-17,2012,cell_0266,False
3326297567,"Ploceus bicolor Vieillot, 1819",0.292083,34.957917,2021-07-11,2021,cell_0185,False
6170949609,"Polytoxon robustum (Simroth, 1896)",-0.514812,34.819122,2026-03-02T10:14:37,2026,cell_0110,False
1986761036,"Crithagra gularis (A.Smith, 1836)",0.182011,35.235375,2018-05-12,2018,cell_0278,False
4516352174,"Corvus albus Statius Muller, 1776",0.12843,34.859615,2024-01-08T12:53,2024,cell_0142,False
3498782785,"Colius striatus J.F.Gmelin, 1789",-0.374583,34.457917,2022-02-10,2022,cell_0000,False
3819436907,"Nectarinia kilimensis Shelley, 1885",-0.457917,34.79125,2022-05-14,2022,cell_0092,False
3454078130,"Chalcomitra senegalensis (Linnaeus, 1766)",0.125417,35.124583,2021-10-09,2021,cell_0241,False
3347162425,"Labeobarbus altianalis (Boulenger, 1900)",-0.17,35.18,2011-05-26,2011,cell_0253,False
2648135682,Ricinus communis L.,-0.166851,35.364723,2019-04-20T11:04:50.276Z,2019,cell_0315,False
4465512399,Croton megalocarpus Hutch.,0.182513,35.16197,2023-12-07T17:15,2023,cell_0260,False
3819425111,"Haliaeetus vocifer (Daudin, 1800)",-0.457917,34.54125,2022-06-14,2022,cell_0009,False
2029107695,"Aquila pomarina C.L.Brehm, 1831",-0.02912,35.41544,2018-11-13T12:05Z,2018,cell_0326,False
2883103293,"Papilio jacksoni Sharpe, 1891",-0.419537,35.313438,2020-10-05T11:45:40,2020,cell_0297,False
3498781958,"Mycteria ibis (Linnaeus, 1766)",-0.29125,34.79125,2022-02-24,2022,cell_0095,False
3819425118,"Bradypterus baboecala (Vieillot, 1817)",-0.457917,34.624583,2022-06-15,2022,cell_0039,False
1986741938,"Bubulcus ibis (Linnaeus, 1758)",0.174833,35.237547,2017-07-11,2017,cell_0278,False
3336680768,"Turdus pelios Bonaparte, 1850",-0.457917,34.54125,2021-08-17,2021,cell_0009,False
577798487,"Apus affinis (J.E.Gray, 1830)",-0.167091,34.871765,2011-07-14,2011,cell_0136,False
1947775688,"Xenopus victorianus Ahl, 1924",-0.14041,35.27434,2018-04-05,2018,cell_0287,False
1415636125,BOLD:ABA9340,0.217,34.852,2013-05-23,2013,cell_0124,False
1414873465,BOLD:ABA1355,-0.43333,35.3,2012-05-07,2012,cell_0296,False
2182207962,"Ploceus baglafecht (Daudin, 1802)",-0.026098,34.683025,2018-06-22,2018,cell_0064,False
6170890785,Eriobotrya japonica (Thunb.) Lindl.,-0.514812,34.819122,2026-02-28T10:58:11,2026,cell_0110,False
3454076126,"Cisticola cantans (Heuglin, 1869)",0.125417,35.124583,2021-10-09,2021,cell_0241,False
3498782786,"Cinnyris mariquensis A.Smith, 1836",-0.374583,34.457917,2022-02-10,2022,cell_0000,False
3952344255,Solanum mauritianum Scop.,-0.56693,34.674125,2022-07-13T07:18:48.159Z,2022,cell_0053,False
4111913597,"Stephanoaetus coronatus (Linnaeus, 1766)",0.062248,34.8564,2023-05-05T14:57,2023,cell_0140,False
2882925903,"Papilio mackinnoni Sharpe, 1891",-0.421283,35.315995,2020-10-05T12:13:21,2020,cell_0297,False
912289412,Bothriocline fusca (S.Moore) M.G.Gilbert,0.037222,35.266667,2000-11-09T00:00,2000,cell_0291,False
3819425109,"Streptopelia semitorquata (Rüppell, 1837)",-0.457917,34.54125,2022-06-14,2022,cell_0009,False
46822354,"Ceratitis capitata (Wiedemann, 1824)",-0.269722,35.1614,2001-06-08,2001,cell_0251,False
2883140589,Thunbergia erecta (Benth.) T.Anderson,-0.011488,34.801694,2020-09-28T10:55:06,2020,cell_0101,False
2249872051,BOLD:ADE1279,0.2347,35.1408,2016-05-04,2016,cell_0243,False
1986731296,"Accipiter badius (Gmelin, 1788)",-0.048082,34.82152,2018-02-16,2018,cell_0119,False
1200328509,"Elminia longicauda (Swainson, 1838)",0.259208,35.088444,2013-05-11,2013,cell_0224,False
3513837201,"Granatina ianthinogaster (Reichenow, 1879)",-0.403084,34.64433,2021-05-08,2021,cell_0040,False
4506255298,"Corvus albus Statius Muller, 1776",-0.371647,35.28533,2023-12-23T08:24:58,2023,cell_0283,False
4465735423,Ageratum conyzoides L.,0.182353,35.161818,2023-12-07T17:24,2023,cell_0260,False
2668758518,"Camaroptera brachyura (Vieillot, 1821)",0.06314,34.913345,2019-05-03,2019,cell_0160,False
3819430883,"Apus caffer (M.H.K.Lichtenstein, 1823)",-0.457917,34.79125,2022-05-14,2022,cell_0092,False
4597532553,"Palpopleura portia (Drury, 1773)",-0.014638,34.535867,2024-03-14T10:30,2024,cell_0018,False
819064902,"Apus affinis (J.E.Gray, 1830)",0.028854,34.625275,2012-08-14,2012,cell_0049,False
6178532205,Desmodium intortum (Mill.) Urb.,0.073219,34.56145,2026-03-06T09:51,2026,cell_0034,False
2043573110,"Dendrocygna viduata (Linnaeus, 1766)",-0.400724,34.77319,2017-04-14,2017,cell_0093,False
4165434999,"Corvus albus Statius Muller, 1776",-0.52002,34.728304,2023-07-17T02:39:04,2023,cell_0072,False
2170633814,"Laniarius erythrogaster (Cretzschmar, 1829)",-0.026098,34.683025,2018-06-20,2018,cell_0064,False
2669388624,"Cisticola cantans (Heuglin, 1869)",0.06314,34.913345,2019-05-04,2019,cell_0160,False
577070548,"Actophilornis africanus (J.F.Gmelin, 1789)",-0.167091,34.871765,2011-07-14,2011,cell_0136,False
952836898,"Delichon urbicum (Linnaeus, 1758)",-0.046692,34.823914,2011-02-03,2011,cell_0119,False
1986732209,"Actophilornis africanus (J.F.Gmelin, 1789)",-0.164601,34.95333,2017-11-22,2017,cell_0176,True
1986738959,"Balearica regulorum (E.T.Bennett, 1834)",0.174683,35.237587,2017-07-12,2017,cell_0278,False
4400826844,"Dendroaspis polylepis Günther, 1864",-0.125,34.875,2023-04-01,2023,cell_0137,False
4111823590,"Bycanistes subcylindricus (P.L.Sclater, 1871)",0.282731,34.751863,2023-05-04T17:23,2023,cell_0088,False
46825989,"Ceratitis fasciventris (Bezzi, 1920)",-0.166667,35.0667,2000-06-09,2000,cell_0216,False
818752260,"Aerospiza Roberts, 1922",-0.031405,34.938595,2012-02-18,2012,cell_0158,False
4597086713,"Platycypha caligata (Selys, 1853)",-0.003252,34.545534,2024-03-15T10:41,2024,cell_0018,False
4400826402,"Elapsoidea loveridgei multicincta Laurent, 1956",-0.625,34.875,2023-04-13,2023,cell_0127,False
6431686408,"Bunaea alcinoe Stoll, 1780",-0.039906,35.274803,2026-06-29T06:18:47,2026,cell_0289,False
4413475656,Thunbergia alata Bojer ex Sims,0.112068,35.104281,2023-08-26T12:28:35,2023,cell_0240,False
1413924704,BOLD:AAI3775,-0.43,35.3,2012-03-09,2012,cell_0296,False
1986742749,"Bostrychia hagedash (Latham, 1790)",0.17474,35.2376,2017-07-12,2017,cell_0278,False
1986746387,"Cecropis daurica (Laxmann, 1769)",-0.020517,34.870377,2017-08-05,2017,cell_0139,False
4458529572,"Palpopleura portia (Drury, 1773)",0.005081,34.653183,2023-12-05T16:01:21,2023,cell_0048,False
1986732174,"Actophilornis africanus (J.F.Gmelin, 1789)",-0.158207,34.864292,2017-11-22,2017,cell_0136,False
865162334,"Cataulacus striativentris Santschi, 1924",0.1,34.52,2001-10-01,2001,cell_0020,False
2249872108,BOLD:ADE1279,0.175,35.0876,2016-05-05,2016,cell_0223,False
1414873416,BOLD:ABA1355,-0.43333,35.3,2012-05-07,2012,cell_0296,False
1883745314,"Hipposideros caffer (Sundevall, 1846)",-0.11742,34.54124,2015-03-17,2015,cell_0016,False
1947775589,"Xenopus victorianus Ahl, 1924",-0.12248,35.25958,2018-04-05,2018,cell_0288,False
975741583,"Buteo buteo (Linnaeus, 1758)",0.2066,34.772892,2013-12-01,2013,cell_0105,False
4598220385,"Pseudagrion hageni Karsch, 1893",-0.125,34.625,2024-03-18,2024,cell_0046,False
1986733659,"Anaplectes rubriceps (Sundevall, 1850)",-0.192201,35.131277,2017-11-12,2017,cell_0234,False
3336680767,"Merops albicollis Vieillot, 1817",-0.457917,34.54125,2021-08-17,2021,cell_0009,False
2012968506,"Pycnonotus barbatus (Desfontaines, 1789)",-0.471702,35.176,2019-03-01T18:25,2019,cell_0247,False
4165612648,"Palpopleura portia (Drury, 1773)",0.109826,34.506708,2023-06-24T11:38:40,2023,cell_0020,False
4112181621,"Nectarinia kilimensis Shelley, 1885",0.085586,34.877072,2023-05-05T15:19,2023,cell_0141,False
4598220374,"Zygonyx natalensis (Martin, 1900)",-0.125,34.625,2024-03-18,2024,cell_0046,False
2684274170,"Granatina ianthinogaster (Reichenow, 1879)",-0.029039,34.852093,2019-07-20,2019,cell_0119,False
3514017242,"Laniarius funebris (Hartlaub, 1863)",-0.403084,34.64433,2021-05-01,2021,cell_0040,False
2992867645,Ricinus communis L.,-0.04406,34.743758,2020-11-27T10:16:38,2020,cell_0081,False
1947775599,"Xenopus victorianus Ahl, 1924",-0.14041,35.27434,2018-04-05,2018,cell_0287,False
820580658,"Apus affinis (J.E.Gray, 1830)",0.028854,34.625275,2012-08-16,2012,cell_0049,False
3925399658,Musa acuminata Colla,-0.034241,34.64959,2022-10-11T10:01:19,2022,cell_0047,False
1986741328,"Bathmocercus rufus Reichenow, 1895",0.071798,35.020942,2018-03-01,2018,cell_0201,False
828548139,"Colius striatus J.F.Gmelin, 1789",-0.393,35.237144,2012-07-17,2012,cell_0266,False
2533581814,"Pseudagrion kersteni (Gerstäcker, 1869)",-0.375,34.875,2016-08-02,2016,cell_0132,False
1366888330,"Lophaetus occipitalis (Daudin, 1800)",-0.07682,34.72274,2015-04-23,2015,cell_0081,False
3513911260,"Sylvietta whytii Shelley, 1894",-0.403343,34.644653,2021-05-03,2021,cell_0040,False
1947775685,"Amietia nutti (Boulenger, 1896)",0.14782,35.15558,2018-04-09,2018,cell_0259,False
1403306002,"Balearica regulorum (E.T.Bennett, 1834)",-0.178613,35.230408,2015-12-19,2015,cell_0270,False
2696152993,"Polyboroides typus A.Smith, 1829",0.179171,35.010883,2019-09-06,2019,cell_0203,False
818515106,"Atimastillas flavigula (Cabanis, 1880)",-0.024147,34.953243,2012-02-19,2012,cell_0179,False
3819425172,"Streptopelia decipiens (Hartlaub & Finsch, 1870)",-0.374583,34.624583,2022-06-21,2022,cell_0041,False
2249871804,BOLD:ADE1279,0.175,35.0876,2016-05-05,2016,cell_0223,False
1416040575,BOLD:ADF8243,0.11,35.25,2011-12-06,2011,cell_0292,False
2977385248,Nicandra physalodes (L.) Gaertn.,0.153566,35.193998,2020-08-13T11:20:45.346Z,2020,cell_0259,False
1200328512,"Drepanorhynchus reichenowi Fischer, 1884",0.259208,35.088444,2013-05-10,2013,cell_0224,False
844526791,"Scopus umbretta Gmelin, 1789",-0.349614,34.654755,2012-07-12,2012,cell_0057,False
2005655505,"Lygodactylus capensis (Smith, 1849)",-0.125,34.875,2018-10-17,2018,cell_0137,False
1986733423,"Anaplectes rubriceps (Sundevall, 1850)",-0.53712,34.67125,2018-03-20,2018,cell_0053,False
2005653581,"Chlorocebus tantalus (Ogilby, 1841)",0.125,34.625,2015-12-24,2015,cell_0051,False
3955496515,Psidium guajava L.,-0.56693,34.674125,2022-07-13T07:17:47.178Z,2022,cell_0053,False
1947775595,"Xenopus victorianus Ahl, 1924",-0.14041,35.27434,2018-04-10,2018,cell_0287,False
6430955390,"Sphodromantis gastrica Stal, 1858",0.054084,34.700194,2026-06-16T08:27:06,2026,cell_0065,False
4111983657,"Ploceus bicolor Vieillot, 1819",0.085586,34.877072,2023-05-05T15:18,2023,cell_0141,False
4413482063,"Xylocopa flavorufa (DeGeer, 1778)",-0.427469,34.689798,2023-09-12,2023,cell_0055,False
823325137,"Ceryle rudis (Linnaeus, 1758)",-0.349614,34.654755,2012-07-12,2012,cell_0057,False
4903768712,"Protopterus aethiopicus Heckel, 1851",-0.199378,34.957138,2024-06-05T11:42,2024,cell_0175,False
1986736514,"Apus apus (Linnaeus, 1758)",-0.157,35.065,2017-11-08,2017,cell_0216,False
6163157536,"Papilio demodocus Esper, 1798",0.277632,34.751548,2026-02-19T13:02:46,2026,cell_0088,False
4413552195,Thunbergia alata Bojer ex Sims,0.114379,35.101828,2023-08-26T12:28:35,2023,cell_0240,False
1986755738,"Columba guinea Linnaeus, 1758",-0.16056,35.073509,2017-09-07,2017,cell_0216,False
3819425165,Aves,-0.374583,34.624583,2022-06-21,2022,cell_0041,False
818513200,"Arizelocichla masukuensis (Shelley, 1897)",-0.430069,35.229668,2012-02-16,2012,cell_0265,False
2611310689,"Ciconia ciconia (Linnaeus, 1758)",-0.16066,35.283398,2015-11-25T15:13,2015,cell_0287,False
3819435890,Aves,-0.457917,34.79125,2022-05-14,2022,cell_0092,False
1668880191,"Bucorvus leadbeateri (Vigors, 1825)",-0.281562,35.259043,2017-09-15T17:58,2017,cell_0284,False
4598220428,"Zygonyx torridus (Kirby, 1889)",-0.125,34.625,2024-03-16,2024,cell_0046,False
4904113609,"Nothobranchius derhami Valdesalici & Amato, 2019",-0.192258,34.953974,2024-06-05T09:05,2024,cell_0175,False
1986756195,"Coracias caudatus Linnaeus, 1766",-0.160873,35.074113,2017-09-07,2017,cell_0216,False
4458439894,"Junonia sophia (Fabricius, 1793)",0.277705,34.915569,2023-11-25T08:05,2023,cell_0165,False
3336680785,"Passer griseus (Vieillot, 1817)",-0.54125,34.624583,2021-08-20,2021,cell_0037,False
4112217638,"Nectarinia kilimensis Shelley, 1885",0.085586,34.877072,2023-05-05T15:19,2023,cell_0141,False
952810252,"Ardea melanocephala Children & Vigors, 1826",-0.046692,34.823914,2011-02-03,2011,cell_0119,False
4028689042,"Buteo augur (Ruppell, 1836)",0.245558,35.211835,2023-01-06T18:02,2023,cell_0279,False
2977321152,Pentas lanceolata (Forssk.) Deflers,-0.36709,35.246529,2020-06-17T15:40:41.761Z,2020,cell_0267,False
2209854485,"Lanius humeralis Stanley, 1814",-0.224339,34.957073,2018-12-04,2018,cell_0175,False
46822657,"Ceratitis capitata (Wiedemann, 1824)",-0.269722,35.1614,2001-02-21,2001,cell_0251,False
4111979654,"Chlorocichla laetissima (Sharpe, 1899)",0.085586,34.877072,2023-05-05T15:13,2023,cell_0141,False
46820853,"Ceratitis argenteobrunnea Munro, 1935",-0.269722,35.1614,2001-02-21,2001,cell_0251,False
1986732396,"Agricola pallidus (J.W.Müller, 1851)",0.104637,35.081925,2017-12-04,2017,cell_0221,False
4903835699,"Cercopithecus ascanius schmidti Matschie, 1892",-0.380217,35.324654,2024-06-26T12:14:31,2024,cell_0297,False
2012968496,"Milvus migrans (Boddaert, 1783)",-0.471702,35.176,2019-03-01T17:48,2019,cell_0247,False
4980505559,"Bitis nasicornis (Shaw & Nodder, 1792)",0.364432,34.914428,2024-10-19T04:42,2024,cell_0166,False
3383941686,Bauhinia monandra Kurz,-0.237265,35.01069,2021-05-09T08:28:23,2021,cell_0194,False
5063297819,Scadoxus multiflorus (Martyn) Raf.,0.145788,34.884642,2024-12-29T12:31:28,2024,cell_0142,False
1947775682,"Xenopus victorianus Ahl, 1924",-0.14041,35.27434,2018-04-05,2018,cell_0287,False
3498781773,"Camaroptera brevicaudata (Cretzschmar, 1830)",-0.374583,34.457917,2022-02-10,2022,cell_0000,False
3336680784,"Vidua chalybeata (Statius Muller, 1776)",-0.457917,34.624583,2021-08-20,2021,cell_0039,False
1986736815,"Apus caffer (M.H.K.Lichtenstein, 1823)",-0.020523,34.870335,2017-08-05,2017,cell_0139,False
3512802210,"Cuculus solitarius Stephens, 1815",-0.403343,34.644653,2021-05-03,2021,cell_0040,False
2029113530,"Aquila pomarina C.L.Brehm, 1831",0.15406,35.30154,2018-11-13T11:05Z,2018,cell_0308,False
4400826768,"Boaedon capensis Duméril, Bibron & Duméril, 1854",-0.375,35.375,2023-03-31,2023,cell_0311,False
4046265396,"Milvus migrans (Boddaert, 1783)",-0.039139,34.62204,2023-02-20T00:32,2023,cell_0047,False
4597569629,"Zygonyx torridus (Kirby, 1889)",-0.003184,34.545468,2024-03-14T10:40,2024,cell_0018,False
3336680786,"Uraeginthus ianthinogaster Reichenow, 1879",-0.54125,34.624583,2021-08-20,2021,cell_0037,False
4400827051,"Crotaphopeltis degeni (Boulenger, 1906)",-0.625,34.875,2023-04-21,2023,cell_0127,False
3960249312,Brassica oleracea L.,0.198241,35.083049,2022-07-19T08:02:34.848Z,2022,cell_0223,False
4165522909,Tridax procumbens L.,-0.520429,34.714398,2023-07-19T08:48:36,2023,cell_0072,False
3819425173,"Prinia subflava (Gmelin, 1789)",-0.374583,34.624583,2022-06-21,2022,cell_0041,False
4980482229,Clerodendrum rotundifolium Oliv.,-0.524363,34.810184,2024-09-11T17:31:50,2024,cell_0110,False
4400264893,Senna didymobotrya (Fresen.) H.S.Irwin & Barneby,-0.303962,35.274208,2023-08-18T10:01:10,2023,cell_0284,False
